device_vendor,device_type,[HostAndAudience]AudioAndVideoDurationMinutes
samsung,sm-g998b,34075.116666666700
samsung,sm-j600g,34041.41666666660
samsung,sm-s134dl,34018.76666666670
samsung,sm-a015f,34016.98333333330
samsung,sm-a105f,33970.28333333330
samsung,sm-a605g,33888.300000000000
samsung,sm-t307u,33789.3
google,pixel 2 xl,33752.91666666670
samsung,sm-s936u,33737.11666666670
samsung,sm-s901w,33730.33333333330
samsung,scv38,33675.25
samsung,sm-g955u,33641.983333333300
sony,sog02,33624.333333333300
sony,so-52d,33601.166666666700
samsung,scv36,33596.83333333330
samsung,scg08,33576.60000000000
samsung,sc-56c,33570.23333333330
samsung,sm-a546s,33518.816666666700
samsung,sm-g610f,33481.35000000000
sony,a401so,33411.38333333330
sharp,sh-51e,33309.86666666670
samsung,sm-g998n,33203.000000000000
samsung,sm-g780g,33201.45
samsung,sm-j810f,33186.68333333330
samsung,sm-m336b,33132.650000000000
samsung,sm-s906e,33111.316666666700
samsung,scg09,33106.216666666700
sharp,a301sh,32936.333333333300
samsung,sm-s926b,32924.11666666670
samsung,sc-51d,32913.600000000000
samsung,sm-g986u1,32898.050000000000
google,pixel 7a,32856.033333333400
samsung,sm-a307gn,32841.95000000000
samsung,sm-a055m,32801.41666666670
samsung,scg20,32783.90000000000
samsung,sc-52b,32675.733333333300
samsung,sm-a156m,32640.96666666670
samsung,sm-f741b,32604.150000000000
sharp,shv45,32584.4
samsung,sm-g981w,32562.766666666700
samsung,sm-a245n,32527.33333333330
samsung,sm-a045m,32519.283333333300
samsung,sm-n980f,32470.050000000000
samsung,sm-a146p,32451.21666666670
Samsung,SM-F731N,32423.233333333300
samsung,sm-g990u1,32418.96666666670
samsung,sm-a346n,32416.15000000000
samsung,sm-g781b,32415.63333333330
sony,so-51a,32395.85000000000
samsung,sm-s906e,32342.4
samsung,sm-g975n,32337.500000000000
google,pixel 5,32261.75
samsung,sm-s215dl,32237.11666666660
sony,sog05,32228.800000000000
samsung,sm-a205f,32199.650000000000
samsung,sm-m136b,32139.36666666670
samsung,sm-a536b,32087.633333333300
samsung,sm-s916u1,32066.56666666670
samsung,sm-a505gn,32033.866666666700
samsung,scv39,31969.416666666700
samsung,sm-g975w,31878.800000000000
samsung,scv46,31871.483333333300
samsung,sc-52b,31857.050000000000
samsung,scv46,31854.183333333300
samsung,sm-m536s,31853.05
samsung,sm-x200,31842.366666666700
samsung,sc-52a,31779.666666666700
samsung,sm-a426u1,31731.816666666700
samsung,sm-a325n,31687.950000000000
samsung,sm-j730gm,31678.966666666700
samsung,sm-g975f,31664.233333333300
sharp,sh-02m,31605.816666666700
samsung,sm-a725m,31587.383333333300
sony,sog08,31523.516666666700
Samsung,SM-A546E,31483.316666666700
sony,so-52a,31468.38333333330
samsung,sm-g950w,31383.950000000000
sony,so-52a,31363.500000000000
samsung,sm-m136b,31357.933333333300
Samsung,SM-A125F,31337.716666666700
Samsung,SM-S921N,31332.800000000000
samsung,sm-a315n,31263.450000000000
samsung,sm-s936b,31254.76666666670
google,pixel 9 pro,31224.816666666700
samsung,sm-n976n,31127.00000000000
samsung,sc-02j,31050.66666666670
google,pixel 6 pro,30995.93333333340
samsung,sm-j400f,30951.63333333330
samsung,sm-s936n,30926.033333333300
samsung,sm-a146u,30922.716666666700
samsung,sm-m526br,30870.38333333330
samsung,sm-g970u1,30849.650000000000
samsung,sm-a305g,30835.700000000000
samsung,sm-t510,30785.433333333300
samsung,sm-n960u1,30764.800000000000
samsung,sm-a536u1,30758.08333333340
sony,so-01m,30753.700000000000
samsung,sm-p610,30737.400000000000
samsung,sm-g981u1,30727.783333333300
samsung,sm-s908w,30726.083333333300
samsung,sc-02k,30723.800000000000
samsung,scg14,30670.750000000000
samsung,sm-m317f,30659.716666666700
samsung,sm-n985f,30653.81666666670
samsung,sm-a705gm,30646.966666666700
samsung,sm-m205f,30641.700000000000
samsung,sm-m326b,30635.3
samsung,sm-n976b,30619.71666666670
samsung,sm-g973w,30593.966666666700
samsung,sm-j400f,30530.733333333300
samsung,sm-s901n,30516.183333333300
samsung,sm-a725f,30463.68333333330
samsung,sm-g960w,30342.91666666670
samsung,sm-f721u,30326.68333333330
google,pixel 3,30320.700000000000
samsung,sm-a325m,30310.583333333300
samsung,sm-a750f,30283.75000000000
samsung,sm-s921u1,30266.7
samsung,sm-a236v,30259.85
samsung,sm-a015m,30213.88333333330
samsung,sm-s916n,30189.81666666670
samsung,sc-51a,30182.73333333330
samsung,sm-t970,30179.33333333330
samsung,sm-g981b,30118.533333333300
samsung,sm-n971n,30088.300000000000
samsung,sm-a217f,30076.000000000000
sony,so-52d,30067.36666666670
samsung,sm-t870,30065.85
samsung,sm-a127f,30064.78333333330
sony,sog14,30057.766666666700
samsung,sm-m145f,29970.833333333400
samsung,sm-g990u1,29949.50000000000
samsung,sm-a356b,29919.533333333300
samsung,sm-t515,29904.18333333330
samsung,sc-02l,29849.3
samsung,scg25,29835.06666666670
samsung,scg21,29817.066666666700
samsung,sm-e045f,29812.433333333300
samsung,sm-a166b,29799.666666666700
samsung,sm-f731u,29788.56666666670
sharp,d-51c,29766.166666666700
samsung,sm-m015g,29754.200000000000
samsung,sm-j810g,29746.35
samsung,sm-s9180,29712.716666666700
sharp,a202sh,29676.88333333330
sony,so-03k,29659.816666666700
samsung,sm-t510,29648.116666666600
samsung,sm-s931n,29632.083333333300
google,pixel 3a xl,29588.333333333300
samsung,sm-s721w,29581.43333333330
samsung,sm-a146u1,29528.11666666670
samsung,sm-a105fn,29471.05000000000
sharp,sh-03k,29461.816666666700
google,pixel 9,29434.100000000000
samsung,sm-a546v,29432.86666666670
samsung,sm-a546w,29367.70000000000
samsung,sm-s931u,29366.733333333300
sharp,sh-53d,29359.51666666670
sharp,a208sh,29302.500000000000
samsung,sm-n960n,29298.616666666700
samsung,sm-f936n,29269.66666666670
samsung,sm-a102u,29259.400000000000
sony,so-51b,29194.16666666670
samsung,sm-p615,29122.300000000000
samsung,sm-a908n,29116.650000000000
samsung,sm-a156l,29065.800000000000
samsung,sm-a135m,29043.91666666670
samsung,sm-a256e,29036.050000000000
samsung,sm-a356e,28940.433333333300
samsung,sm-a245m,28926.083333333300
samsung,sm-g998n,28902.73333333340
samsung,sm-s9110,28773.73333333330
sharp,sh-54b,28773.31666666670
samsung,sm-s256vl,28740.46666666670
samsung,sm-f741n,28699.96666666670
samsung,sm-g610m,28665.133333333300
samsung,sm-m013f,28641.183333333300
samsung,sm-a750fn,28583.100000000000
samsung,sm-s901u1,28548.716666666700
google,pixel 5a,28543.266666666700
sony,sog14,28509.783333333300
samsung,sm-e625f,28497.583333333300
samsung,sm-t505n,28489.000000000000
Samsung,SM-A155F,28466.600000000000
samsung,sm-a305gt,28456.416666666700
samsung,sm-t727v,28440.733333333300
samsung,sm-s931u1,28430.166666666700
sharp,a101sh,28428.683333333300
samsung,sm-j730f,28386.9
samsung,sm-f721b,28330.26666666670
google,pixel 2,28306.966666666700
samsung,scg07,28302.116666666700
samsung,sm-a325n,28299.96666666670
samsung,sm-n971n,28297.18333333330
samsung,sm-g611f,28255.416666666700
samsung,sm-e426b,28230.950000000000
samsung,scg19,28227.550000000000
samsung,sm-a035f,28221.116666666700
samsung,sm-s936b,28212.933333333300
samsung,sm-m022g,28173.78333333330
Samsung,SM-A515F,28157.83333333330
sony,sov36,28148.450000000000
samsung,sm-a022m,28146.06666666670
samsung,sm-g981n,28126.300000000000
samsung,sm-a156w,28048.05000000000
samsung,sm-a125f,27980.983333333300
sony,so-54c,27953.483333333300
samsung,sm-a145m,27949.333333333300
sony,sog07,27910.26666666670
samsung,sm-a136u1,27879.966666666700
samsung,sm-a536e,27851.816666666700
sony,so-53b,27846.700000000000
sony,sog04,27838.866666666700
samsung,sm-g960w,27833.000000000000
sony,so-54c,27799.96666666670
samsung,sm-s926w,27790.083333333300
samsung,sm-g955u1,27774.333333333300
sharp,shv43,27762.55
samsung,sm-s135dl,27717.833333333300
sharp,sh-54b,27661.666666666700
samsung,sm-a526u,27658.98333333330
samsung,scg27,27622.016666666700
sony,sog04,27549.91666666670
samsung,sm-a805f,27540.5
samsung,sm-n950u,27532.683333333300
samsung,sm-s911u1,27530.450000000000
samsung,sm-j701f,27504.183333333300
sony,so-01m,27441.250000000000
samsung,sm-s9210,27390.883333333300
samsung,sm-a105m,27375.81666666670
samsung,sm-g570f,27354.65
sharp,sh-41a,27326.083333333300
samsung,sm-a105fn,27315.93333333330
samsung,sm-s921u1,27289.416666666700
samsung,sm-a705gm,27284.733333333300
samsung,sm-a546u1,27233.233333333300
sharp,sh-54b,27169.333333333300
samsung,sm-a226b,27067.900000000000
samsung,sm-a202f,27062.316666666700
samsung,scg14,27014.65
samsung,sm-a356u1,26988.900000000000
sony,so-02l,26978.066666666600
samsung,sm-g998w,26972.450000000000
samsung,sm-s506dl,26928.866666666700
samsung,sm-e225f,26911.300000000000
samsung,scg26,26893.86666666670
google,pixel 3 xl,26892.616666666600
samsung,sm-e426b,26884.25000000000
samsung,sm-a705mn,26861.46666666670
samsung,sm-g977b,26819.800000000000
samsung,scg20,26796.300000000000
samsung,sm-a307gn,26781.766666666700
samsung,sm-x210,26743.91666666670
samsung,sc-53e,26714.983333333300
samsung,sm-a105g,26706.23333333330
sony,sog02,26701.516666666700
samsung,sm-a336m,26662.33333333330
samsung,sm-g965n,26638.133333333300
samsung,sm-a042m,26605.28333333330
samsung,sm-f711n,26583.466666666700
samsung,sm-a325n,26577.983333333300
samsung,sm-s928n,26556.200000000000
samsung,sm-n950n,26467.316666666700
samsung,sm-f926u,26459.88333333330
samsung,sm-t733,26440.55
samsung,sm-s356v,26406.650000000000
samsung,sm-f956u1,26390.533333333300
samsung,sm-x920,26352.183333333300
samsung,sm-g950u1,26337.35
samsung,sm-x510,26323.900000000000
samsung,sm-t505n,26263.76666666670
samsung,sm-f926u1,26257.88333333330
samsung,sm-s938u1,26243.73333333330
samsung,sm-g935f,26213.383333333300
samsung,sc-51b,26194.516666666700
Samsung,SM-S908N,26157.93333333330
samsung,sm-a102u,26140.18333333330
samsung,sm-e135f,26125.53333333330
Samsung,SM-S928B,26117.45000000000
sony,so-01k,26111.116666666700
samsung,sc-52c,26097.55
samsung,sm-f731u1,26078.533333333300
samsung,sm-n976u,26060.31666666670
samsung,sm-s926u1,26056.900000000000
samsung,sm-s931u,26054.30000000000
samsung,sm-a057f,26041.81666666670
samsung,sm-t227u,26026.433333333300
samsung,sm-a105f,26008.133333333300
sony,so-52e,25932.816666666700
samsung,sm-s236dl,25928.316666666700
samsung,scv48,25877.68333333330
samsung,scv42,25846.466666666700
samsung,sm-a125u1,25844.650000000000
samsung,sm-a515u1,25838.833333333300
sharp,sh-53c,25787.2
samsung,sm-s901u1,25784.23333333330
sony,a202so,25753.716666666700
samsung,sm-a730f,25744.833333333300
samsung,sm-g975u1,25743.966666666700
samsung,sm-s124dl,25649.300000000000
sony,sog14,25620.51666666670
samsung,sm-x818u,25596.900000000000
samsung,sm-a215u,25582.78333333330
samsung,sm-m325f,25557.850000000000
samsung,sm-s546vl,25544.85
sony,sov42,25539.46666666670
samsung,scg01,25535.750000000000
samsung,sm-t505,25501.466666666700
samsung,sm-a135f,25455.43333333330
samsung,sm-g998w,25435.950000000000
samsung,sm-a336m,25433.783333333300
samsung,sm-j730f,25429.61666666670
sony,so-51b,25406.400000000000
samsung,sm-s9260,25357.08333333330
samsung,scv41,25349.966666666700
samsung,sm-g988u1,25333.08333333330
sony,sog03,25248.183333333300
samsung,sm-n975w,25224.200000000000
google,pixel 3a xl,25161.38333333330
samsung,sm-a256u1,25074.28333333330
samsung,sm-a716u1,25073.93333333330
samsung,sm-x900,25052.216666666700
samsung,sc-52e,25024.766666666700
samsung,sm-g998u,24996.08333333330
samsung,sm-f926n,24961.93333333330
samsung,sm-a525f,24918.416666666700
samsung,sm-g988n,24899.933333333300
samsung,sm-g990b2,24895.450000000000
samsung,sm-g965u1,24884.516666666700
samsung,sm-m305f,24853.416666666700
samsung,sm-j737t1,24805.250000000000
sharp,sh-54d,24800.083333333300
samsung,sm-t505,24770.316666666700
samsung,sm-a022m,24707.100000000000
google,pixel 2 xl,24684.150000000000
samsung,sm-f711u1,24662.78333333330
samsung,sm-p615,24653.850000000000
sony,so-51c,24651.483333333300
samsung,sm-g981v,24647.150000000000
samsung,sm-t220,24632.71666666670
sharp,a003sh,24587.733333333300
samsung,sm-a207m,24582.233333333300
sharp,sh-53c,24574.583333333300
sharp,sh-rm12,24563.450000000000
samsung,sm-s9280,24547.40000000000
sony,sog08,24491.933333333300
samsung,sm-f711u,24457.366666666700
sharp,sh-rm12,24451.45000000000
samsung,sm-m055f,24429.550000000000
samsung,sm-a405fn,24424.28333333330
samsung,sm-g988u1,24391.650000000000
samsung,sm-t970,24329.88333333330
samsung,sm-a205u1,24327.550000000000
samsung,sm-a415f,24326.450000000000
samsung,sm-a805n,24312.833333333300
samsung,sm-a235n,24276.25
Samsung,SM-A525F,24263.150000000000
samsung,sm-s906n,24246.933333333300
samsung,sm-a705mn,24193.866666666700
samsung,sm-f956n,24190.783333333300
sharp,sh-rm12,24187.150000000000
samsung,sm-s916w,24173.91666666670
samsung,sm-a505g,24143.466666666700
samsung,sm-a205fn,24070.65000000000
samsung,sm-g988u,24043.366666666600
samsung,sm-g986u1,24034.70000000000
samsung,sm-j710f,23969.333333333300
samsung,sm-s906u1,23928.550000000000
samsung,sm-f936u1,23915.100000000000
samsung,sm-m135f,23894.7
samsung,sm-m526b,23864.550000000000
samsung,sm-g715u1,23860.88333333330
samsung,sm-t505,23828.616666666700
samsung,sm-a505w,23817.483333333300
sony,so-02k,23812.483333333300
samsung,sm-s256vl,23798.116666666700
samsung,sm-a057g,23756.133333333300
samsung,sm-a530w,23739.56666666670
sharp,shv43,23718.266666666700
sony,sog06,23663.316666666700
samsung,scg19,23659.683333333300
samsung,sm-a716v,23657.600000000000
samsung,sm-f936n,23636.833333333300
samsung,sm-a236m,23624.75
samsung,sm-s711u1,23585.56666666670
samsung,sm-a156b,23558.466666666700
samsung,sm-m105f,23487.600000000000
samsung,sm-p619,23444.716666666700
sony,a302so,23435.250000000000
samsung,sm-a156u1,23427.350000000000
samsung,sm-g955f,23391.45
samsung,sm-s916u1,23373.883333333300
samsung,sm-j600fn,23363.63333333330
samsung,sm-e556b,23356.100000000000
Samsung,SM-S928U,23341.916666666700
samsung,sc-53a,23337.16666666670
sharp,shg03,23330.28333333330
Samsung,SM-S911N,23311.850000000000
Samsung,SM-A325F,23299.833333333300
samsung,sm-a750f,23275.96666666670
samsung,sm-a326b,23261.350000000000
sharp,sh-41a,23246.850000000000
samsung,scv38,23240.0
sony,sog02,23230.433333333300
samsung,sm-t590,23228.083333333300
samsung,sm-s931z,23183.716666666700
samsung,sm-s326dl,23182.2
samsung,sm-a022m,23163.016666666700
sony,a204so,23103.183333333300
samsung,sm-a205f,23090.816666666700
samsung,sm-g981w,23050.816666666700
samsung,sc-01m,23022.950000000000
samsung,sm-a5260,23015.61666666670
samsung,sm-g986n,23002.033333333300
samsung,sm-t878u,22962.266666666700
samsung,sm-a256u,22959.38333333330
samsung,sm-a1560,22938.100000000000
samsung,sm-a115u,22849.416666666700
samsung,sm-n950n,22799.800000000000
samsung,sm-a013g,22794.050000000000
samsung,sc-02k,22769.816666666700
sharp,sh-m24,22744.333333333300
samsung,sm-g991b,22737.333333333300
samsung,sm-a037w,22734.983333333300
samsung,sm-s546vl,22731.350000000000
sony,a203so,22730.20000000000
samsung,sm-g988w,22720.100000000000
samsung,sm-a245m,22710.6
sony,sov41,22669.833333333300
samsung,sm-a715w,22663.783333333300
samsung,sm-s711w,22651.483333333300
samsung,sm-a730f,22649.05000000000
sony,so-53b,22646.41666666670
samsung,sm-a215u,22637.400000000000
samsung,sm-p615,22632.800000000000
samsung,sm-a725m,22614.116666666700
samsung,sm-a705f,22600.750000000000
samsung,sm-a426u,22578.566666666700
samsung,sm-g996n,22544.450000000000
samsung,scg27,22531.066666666700
sharp,sh-51a,22529.88333333330
samsung,sm-g973n,22525.2
samsung,sm-j737p,22499.166666666700
sony,so-51d,22477.633333333300
samsung,sm-a025u,22472.88333333330
samsung,sm-g950u,22418.666666666700
samsung,sm-g981v,22409.71666666670
sharp,shg06,22408.416666666700
sharp,sh-rm15,22289.18333333330
samsung,sm-a715w,22238.81666666670
samsung,sm-t720,22185.58333333330
samsung,sm-a336b,22166.716666666700
samsung,sm-s711w,22165.166666666700
samsung,sm-m225fv,22157.816666666700
samsung,scv37,22115.95000000000
samsung,sm-s918n,22084.716666666700
samsung,sm-e346b,22068.850000000000
samsung,sm-a166u1,22059.733333333300
samsung,sm-a526u1,22053.01666666670
samsung,sm-m326b,22038.933333333300
samsung,sm-g965w,22034.983333333300
sharp,sh-m26,21954.833333333300
samsung,sm-g990w,21948.13333333330
samsung,sm-s767vl,21936.283333333300
samsung,sm-s916w,21923.033333333300
samsung,sm-g955u1,21906.083333333300
samsung,sm-a035m,21825.533333333300
samsung,sm-m546b,21811.750000000000
samsung,sm-a600fn,21765.46666666670
samsung,sm-a307gt,21735.500000000000
samsung,sm-g988n,21695.200000000000
samsung,sm-a236v,21616.616666666700
samsung,sm-m546b,21614.266666666700
samsung,sc-52d,21580.33333333330
Samsung,SM-A346E,21576.433333333300
sony,sog01,21565.200000000000
samsung,sm-g615f,21561.25000000000
samsung,sm-f956u1,21560.65000000000
samsung,sm-a605fn,21534.583333333300
samsung,sm-a037w,21522.566666666700
sharp,sh-m27,21499.71666666670
samsung,sm-s721u1,21491.6
samsung,sm-a115a,21477.566666666700
samsung,sm-g532g,21424.16666666670
samsung,sm-s536dl,21419.433333333300
samsung,sm-g975w,21403.200000000000
samsung,sm-m135f,21401.666666666700
samsung,sm-x518u,21355.78333333330
google,pixel fold,21346.61666666670
samsung,sm-a125u1,21338.466666666700
samsung,sc-51e,21319.766666666700
samsung,sm-a035f,21254.18333333330
samsung,sm-g970n,21225.416666666700
samsung,sm-g988n,21164.033333333300
samsung,sm-x808u,21123.050000000000
samsung,sm-g781u,21107.266666666700
samsung,sm-m336k,21096.533333333300
samsung,sm-f946u1,21084.650000000000
sharp,a401sh,21082.883333333300
samsung,sm-s546vl,21068.600000000000
samsung,sc-02m,21041.21666666670
samsung,sm-n976v,21018.266666666700
samsung,sm-a166b,20998.91666666670
samsung,sm-a546v,20912.033333333300
samsung,sm-a505gt,20907.40000000000
sony,sog06,20905.616666666700
samsung,sm-n950u1,20880.33333333330
sony,sog13,20864.850000000000
samsung,sm-g610m,20828.950000000000
samsung,sm-g977u,20817.58333333330
samsung,sm-a235m,20813.45000000000
samsung,sm-e346b,20784.366666666700
sharp,sh-m26,20752.716666666700
samsung,sm-n976b,20742.200000000000
sharp,sh-54d,20728.10000000000
samsung,sc-02h,20726.016666666700
samsung,sm-j730g,20688.400000000000
samsung,sm-s921n,20680.000000000000
Samsung,SM-S918B,20670.150000000000
samsung,sm-g892a,20658.16666666670
samsung,sm-s166v,20629.816666666700
samsung,sm-g991w,20569.183333333300
sony,so-01l,20568.166666666700
Google,Pixel 8a,20526.96666666670
sharp,a301sh,20510.583333333300
samsung,sm-m625f,20503.93333333340
samsung,sm-m135f,20485.583333333300
Samsung,SM-A715F,20432.25
samsung,scg13,20424.966666666700
samsung,sm-x518u,20412.950000000000
sony,so-51e,20403.816666666700
sony,so-53d,20395.65
samsung,sm-s921w,20389.116666666700
samsung,sm-g981u1,20380.700000000000
samsung,sm-s215dl,20351.28333333330
samsung,sm-a326br,20333.666666666700
samsung,sm-a505g,20327.266666666700
samsung,sm-j250f,20308.033333333300
samsung,scv38,20305.266666666700
samsung,sm-a146p,20299.033333333300
sony,so-05k,20280.45
samsung,sm-g930t,20207.000000000000
samsung,sm-s936b,20177.28333333330
sharp,706sh,20132.400000000000
samsung,sm-j250f,20115.700000000000
sharp,a204sh,20104.85000000000
Samsung,SM-A127F,20009.2
samsung,scg10,20004.266666666700